lot_frontage,lot_area,year_built,year_remod/add,mas_vnr_area,bsmtfin_sf_1,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,garage_area,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,roof_matl,roof_style,street,land_contour,land_slope,lot_config,lot_shape,garage_type,exter_cond,exter_qual,bsmt_exposure,bldg_type,saleprice
109.0,9723,1963,1963,332.0,0.0,0.0,1008.0,1008.0,1008,0,0,1008,430.0,0,0,0,0,0,0,CompShg,Hip,Pave,Lvl,Gtl,Corner,IR1,Attchd,TA,TA,No,1Fam,135000
90.0,11694,2007,2007,452.0,48.0,0.0,1774.0,1822.0,1828,0,0,1828,774.0,0,108,0,0,260,0,CompShg,Hip,Pave,Lvl,Gtl,Inside,Reg,Attchd,TA,Ex,Av,1Fam,314813
105.0,8470,1915,1982,0.0,0.0,0.0,1013.0,1013.0,1013,0,513,1526,0.0,0,0,156,0,0,0,CompShg,Hip,Pave,Lvl,Gtl,Corner,IR1,,Fa,Fa,No,1Fam,85000
50.0,6000,1937,2000,0.0,0.0,0.0,698.0,698.0,786,390,0,1176,624.0,210,0,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Detchd,TA,Gd,No,1Fam,134900
70.0,10519,1955,1999,164.0,0.0,0.0,1057.0,1057.0,1057,0,0,1057,288.0,0,0,0,0,0,0,CompShg,Hip,Pave,Lvl,Gtl,Inside,Reg,Attchd,TA,TA,Mn,1Fam,137000
91.0,10437,1995,1995,660.0,1696.0,0.0,413.0,2109.0,2113,0,0,2113,839.0,236,46,0,0,0,0,CompShg,Hip,Pave,Lvl,Gtl,Inside,IR1,Attchd,Gd,Gd,Gd,1Fam,350000
65.0,7514,1967,1975,0.0,373.0,108.0,462.0,943.0,1387,0,0,1387,300.0,0,0,240,0,0,0,CompShg,Hip,Pave,Lvl,Gtl,Inside,Reg,Attchd,TA,TA,Mn,1Fam,145000
118.0,13654,2005,2006,365.0,0.0,0.0,1704.0,1704.0,1722,1036,0,2758,814.0,282,55,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,CulDSac,IR1,BuiltIn,TA,Gd,Gd,1Fam,418000
48.0,5747,1920,1950,0.0,0.0,0.0,798.0,798.0,840,0,0,840,250.0,112,0,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Detchd,TA,TA,No,1Fam,64000
55.0,4500,1932,2000,0.0,182.0,0.0,611.0,793.0,848,672,0,1520,281.0,0,0,56,0,0,0,CompShg,Gable,Pave,Bnk,Gtl,Inside,IR2,Detchd,TA,TA,No,1Fam,159434
91.0,11830,2007,2007,164.0,1220.0,0.0,322.0,1542.0,1542,0,0,1542,852.0,168,110,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Attchd,TA,Gd,No,1Fam,260261
71.0,8520,1952,1952,0.0,507.0,0.0,403.0,910.0,910,475,0,1385,720.0,0,0,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Corner,Reg,Detchd,Fa,TA,No,1Fam,166000
66.0,6760,1962,1962,0.0,734.0,0.0,162.0,896.0,936,0,0,936,288.0,24,90,160,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Attchd,TA,TA,Av,1Fam,130000
51.0,6191,1941,1950,0.0,384.0,0.0,440.0,824.0,824,464,0,1288,240.0,0,0,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Corner,Reg,Detchd,TA,TA,No,1Fam,112000
80.0,8700,1963,1963,148.0,776.0,0.0,344.0,1120.0,1128,0,0,1128,525.0,192,20,123,0,0,0,CompShg,Hip,Pave,Lvl,Gtl,Inside,Reg,Attchd,Gd,TA,Mn,1Fam,155000
92.0,12003,2009,2010,84.0,0.0,0.0,774.0,774.0,774,1194,0,1968,680.0,0,75,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Corner,Reg,BuiltIn,TA,Gd,No,1Fam,269500
,12700,1964,1964,0.0,939.0,0.0,307.0,1246.0,1246,0,0,1246,441.0,0,69,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,IR1,Attchd,TA,TA,No,1Fam,172000
75.0,13125,1940,1984,0.0,410.0,0.0,390.0,800.0,960,780,0,1740,240.0,0,0,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Attchd,TA,TA,No,1Fam,219500
,8638,1963,1963,0.0,181.0,0.0,744.0,925.0,925,0,0,925,484.0,203,74,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,IR1,Detchd,TA,TA,No,1Fam,133500
76.0,9967,2000,2000,0.0,0.0,0.0,384.0,384.0,774,656,0,1430,400.0,100,0,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,IR1,BuiltIn,TA,TA,No,1Fam,170000
60.0,9600,1900,2003,0.0,0.0,0.0,930.0,930.0,930,636,0,1566,288.0,54,228,246,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Corner,Reg,Detchd,Gd,Gd,No,1Fam,150000
,12774,1953,1953,0.0,624.0,128.0,232.0,984.0,950,0,0,950,400.0,0,32,0,0,0,0,CompShg,Hip,Pave,Lvl,Sev,Inside,Reg,Detchd,TA,TA,No,1Fam,130000
70.0,8163,1959,1959,128.0,748.0,294.0,102.0,1144.0,1144,0,0,1144,796.0,86,0,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Attchd,Gd,TA,Av,1Fam,143000
90.0,9900,1961,1961,0.0,0.0,0.0,1114.0,1114.0,1114,0,0,1114,451.0,0,0,0,0,164,0,CompShg,Gable,Pave,Lvl,Gtl,Corner,Reg,Attchd,Gd,TA,No,1Fam,140000
95.0,13651,1973,1973,1115.0,1880.0,0.0,343.0,2223.0,2223,0,0,2223,516.0,300,0,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,IR1,Attchd,Gd,TA,Gd,1Fam,244000
60.0,7200,1920,1996,0.0,0.0,0.0,530.0,530.0,581,530,0,1111,288.0,0,0,144,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Detchd,TA,TA,No,1Fam,101000
65.0,9750,1958,1958,0.0,0.0,0.0,960.0,960.0,960,0,0,960,624.0,0,0,0,0,0,0,CompShg,Hip,Pave,Lvl,Gtl,Inside,Reg,Detchd,TA,TA,No,1Fam,125000
73.0,11184,1998,1998,0.0,0.0,0.0,932.0,932.0,932,701,0,1633,460.0,0,39,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Corner,IR1,Attchd,TA,TA,No,1Fam,183000
92.0,5520,1912,1950,0.0,0.0,0.0,755.0,755.0,929,929,371,2229,0.0,0,198,30,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Corner,Reg,,TA,TA,No,1Fam,104000
64.0,6390,1954,1954,0.0,0.0,0.0,936.0,936.0,984,0,0,984,280.0,0,0,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Corner,Reg,Detchd,TA,TA,No,1Fam,112500
79.0,10240,1980,1980,157.0,625.0,1061.0,0.0,1686.0,1686,0,0,1686,612.0,384,131,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Attchd,Gd,TA,No,1Fam,207500
78.0,9316,2005,2005,140.0,56.0,0.0,1558.0,1614.0,1614,0,0,1614,576.0,100,45,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Attchd,TA,Gd,Gd,1Fam,225000
60.0,7200,1972,1972,0.0,437.0,0.0,427.0,864.0,864,0,0,864,297.0,0,0,0,0,0,0,CompShg,Gable,Pave,Low,Gtl,Inside,Reg,Detchd,TA,TA,No,1Fam,119900
108.0,12228,2006,2006,206.0,0.0,0.0,1721.0,1721.0,1740,0,0,1740,874.0,0,43,0,0,0,0,CompShg,Hip,Pave,Lvl,Gtl,Corner,Reg,Attchd,TA,Gd,No,1Fam,293000
78.0,10335,1968,1993,0.0,570.0,0.0,891.0,1461.0,1721,0,0,1721,440.0,0,96,180,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,IR1,Attchd,TA,TA,No,1Fam,180000
,12328,1976,1976,335.0,539.0,0.0,473.0,1012.0,1034,0,0,1034,888.0,0,0,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,IR1,Attchd,TA,TA,Av,1Fam,169900
68.0,8930,1978,1978,0.0,0.0,0.0,0.0,0.0,1318,584,0,1902,539.0,0,0,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Attchd,TA,TA,,Duplex,112000
81.0,9672,1984,1985,0.0,338.0,0.0,702.0,1040.0,1097,0,0,1097,480.0,0,0,0,0,0,0,CompShg,Hip,Pave,Lvl,Gtl,Corner,Reg,Attchd,TA,TA,No,1Fam,152000
120.0,13975,2005,2006,525.0,0.0,0.0,1090.0,1090.0,1117,1089,0,2206,670.0,148,95,0,0,0,0,CompShg,Hip,Pave,Lvl,Gtl,Corner,IR1,BuiltIn,TA,Gd,Av,1Fam,300000
94.0,7819,1976,1976,0.0,422.0,127.0,480.0,1029.0,1117,0,0,1117,672.0,144,0,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Detchd,TA,TA,Av,1Fam,107000
60.0,11340,1885,1950,0.0,0.0,0.0,777.0,777.0,1246,1044,0,2290,560.0,0,0,114,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Detchd,TA,TA,No,2fmCon,122500
21.0,1680,1972,1972,504.0,276.0,0.0,207.0,483.0,483,465,0,948,264.0,0,0,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Detchd,TA,TA,No,Twnhs,89000
65.0,6001,1940,1950,0.0,368.0,0.0,232.0,600.0,600,319,0,919,231.0,0,0,45,0,0,0,CompShg,Gable,Pave,Bnk,Mod,Inside,IR1,Detchd,TA,TA,No,1Fam,95000
78.0,11700,1968,1968,41.0,0.0,0.0,912.0,912.0,1152,0,0,1152,412.0,0,126,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Attchd,TA,TA,No,1Fam,143450
102.0,12858,2009,2010,162.0,0.0,0.0,1590.0,1590.0,1627,707,0,2334,751.0,144,133,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,IR1,Attchd,TA,Ex,No,1Fam,376162
73.0,9300,1960,1960,324.0,697.0,0.0,571.0,1268.0,1264,0,0,1264,461.0,0,0,0,0,143,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Attchd,TA,TA,No,1Fam,167500
64.0,7018,1979,1979,275.0,1086.0,0.0,0.0,1086.0,1224,0,0,1224,528.0,120,0,0,0,0,0,CompShg,Gable,Pave,Bnk,Gtl,Inside,Reg,Detchd,TA,TA,Av,Duplex,153337
54.0,6629,1925,1950,0.0,551.0,0.0,121.0,672.0,697,672,0,1369,300.0,147,0,0,0,0,0,CompShg,Gambrel,Pave,Lvl,Gtl,Inside,Reg,Detchd,Gd,TA,No,1Fam,103600
75.0,10650,1976,1976,0.0,182.0,712.0,0.0,894.0,894,0,0,894,308.0,365,0,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Corner,Reg,Attchd,TA,TA,Av,1Fam,128200
,2117,2000,2000,216.0,378.0,0.0,378.0,756.0,769,804,0,1573,440.0,0,32,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Detchd,TA,Gd,No,Twnhs,177500
105.0,13650,2002,2002,232.0,578.0,0.0,1093.0,1671.0,1687,563,0,2250,756.0,238,130,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Corner,Reg,Attchd,TA,Gd,Gd,1Fam,320000
42.0,8433,2000,2000,0.0,683.0,0.0,111.0,794.0,819,695,0,1514,394.0,0,72,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,IR1,Attchd,TA,TA,No,1Fam,190000
21.0,1680,1971,1971,236.0,0.0,0.0,672.0,672.0,672,546,0,1218,0.0,201,0,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,,TA,TA,No,Twnhs,91500
50.0,6000,1954,1954,0.0,0.0,0.0,811.0,811.0,811,576,0,1387,256.0,0,0,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,BuiltIn,TA,TA,No,2fmCon,93000
50.0,8500,1920,1950,0.0,0.0,0.0,649.0,649.0,649,668,0,1317,250.0,0,54,172,0,0,0,CompShg,Gambrel,Pave,Lvl,Gtl,Inside,Reg,Detchd,Fa,TA,No,1Fam,40000
60.0,6882,1914,2006,0.0,0.0,0.0,684.0,684.0,773,582,0,1355,0.0,136,0,115,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,,TA,TA,No,1Fam,127000
66.0,8712,1896,1950,0.0,0.0,0.0,756.0,756.0,952,0,0,952,330.0,0,0,265,0,0,0,CompShg,Hip,Grvl,Lvl,Gtl,Corner,Reg,Detchd,Fa,Fa,No,1Fam,50138
,7917,1976,1976,174.0,751.0,0.0,392.0,1143.0,1113,0,0,1113,504.0,370,30,0,0,0,0,CompShg,Hip,Pave,Lvl,Gtl,Corner,IR1,Attchd,Gd,TA,No,1Fam,148000
71.0,6900,1940,1955,0.0,403.0,125.0,212.0,740.0,778,0,0,778,924.0,0,25,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Detchd,TA,TA,No,1Fam,120500
60.0,9900,1940,1950,0.0,0.0,0.0,778.0,778.0,944,545,0,1489,240.0,335,0,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Detchd,TA,TA,No,1Fam,139500
86.0,13286,2007,2008,340.0,1234.0,0.0,464.0,1698.0,1698,0,0,1698,768.0,327,64,0,0,0,0,CompShg,Hip,Pave,Lvl,Gtl,Inside,IR1,Attchd,TA,Ex,No,1Fam,320000
107.0,12888,1937,1980,0.0,288.0,0.0,717.0,1005.0,1262,1005,0,2267,498.0,521,0,0,0,0,0,CompShg,Gable,Pave,Bnk,Gtl,Inside,Reg,Attchd,Gd,TA,No,1Fam,219000
,8885,1983,1983,0.0,301.0,324.0,239.0,864.0,902,0,0,902,484.0,164,0,0,0,0,0,CompShg,Gable,Pave,Low,Mod,Inside,IR1,Attchd,TA,TA,Av,1Fam,131000
62.0,8857,2006,2006,0.0,0.0,0.0,738.0,738.0,738,757,0,1495,440.0,100,30,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,IR1,Attchd,TA,Gd,No,1Fam,171925
53.0,14137,1996,1997,0.0,450.0,0.0,898.0,1348.0,1384,0,0,1384,404.0,0,39,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,IR1,Attchd,TA,Gd,No,1Fam,177900
53.0,6720,1921,1950,0.0,0.0,0.0,585.0,585.0,851,585,0,1436,228.0,184,0,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Detchd,TA,TA,No,1Fam,141500
60.0,7500,1998,1999,0.0,476.0,0.0,476.0,952.0,952,684,0,1636,440.0,0,84,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Attchd,TA,Gd,No,1Fam,191000
63.0,13072,2004,2004,0.0,941.0,0.0,217.0,1158.0,1158,0,0,1158,576.0,0,50,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Detchd,TA,TA,No,1Fam,158000
67.0,10656,2006,2007,274.0,0.0,0.0,1638.0,1638.0,1646,0,0,1646,870.0,192,80,0,0,0,0,CompShg,Gable,Pave,HLS,Gtl,Inside,IR1,Attchd,TA,Gd,Av,1Fam,248900
60.0,7200,1937,1950,252.0,569.0,0.0,162.0,731.0,981,787,0,1768,240.0,0,0,264,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Corner,Reg,Detchd,TA,TA,No,1Fam,175000
80.0,8800,1965,2000,0.0,901.0,252.0,34.0,1187.0,1565,0,0,1565,299.0,200,25,211,0,0,0,CompShg,Hip,Pave,Lvl,Gtl,Inside,Reg,Attchd,Gd,TA,Mn,2fmCon,185900
60.0,10800,1914,1970,0.0,390.0,0.0,490.0,880.0,880,888,0,1768,320.0,0,341,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Detchd,TA,TA,Mn,1Fam,163000
50.0,9000,1951,1951,0.0,0.0,0.0,660.0,660.0,1060,336,0,1396,0.0,0,0,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,,Fa,Fa,Mn,2fmCon,115000
80.0,13014,1978,1978,39.0,528.0,0.0,480.0,1008.0,1096,0,0,1096,484.0,168,0,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Attchd,TA,TA,Av,1Fam,157500
,15896,1999,1999,210.0,913.0,0.0,264.0,1177.0,1223,1089,0,2312,658.0,298,0,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,CulDSac,IR2,BuiltIn,TA,Gd,No,1Fam,245000
41.0,5395,1993,1993,0.0,733.0,0.0,604.0,1337.0,1337,0,0,1337,462.0,96,0,70,168,0,0,CompShg,Gable,Pave,HLS,Gtl,Inside,IR1,Attchd,TA,Gd,No,TwnhsE,180000
,5105,2004,2004,0.0,239.0,0.0,312.0,551.0,551,551,0,1102,480.0,0,60,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,FR2,IR2,Detchd,TA,Gd,No,TwnhsE,148800
75.0,9473,2002,2002,,804.0,0.0,324.0,1128.0,1128,903,0,2031,577.0,0,211,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Attchd,TA,Gd,No,1Fam,237000
60.0,8400,1920,1950,0.0,290.0,0.0,0.0,290.0,438,0,0,438,246.0,0,0,0,0,0,0,CompShg,Gable,Pave,Bnk,Gtl,Inside,Reg,Detchd,TA,TA,No,1Fam,60000
64.0,12102,1976,1976,222.0,456.0,0.0,0.0,456.0,1033,0,0,1033,504.0,224,0,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,BuiltIn,TA,TA,Gd,1Fam,165000
41.0,10905,2003,2003,0.0,0.0,0.0,1129.0,1129.0,1129,1198,0,2327,596.0,0,57,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,CulDSac,IR2,BuiltIn,TA,Gd,No,1Fam,240000
,9556,1992,1993,52.0,0.0,0.0,1168.0,1168.0,1187,0,0,1187,420.0,0,21,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Corner,IR1,Attchd,TA,TA,No,1Fam,160000
58.0,6430,1945,1950,0.0,780.0,0.0,0.0,780.0,816,524,0,1340,440.0,0,0,0,0,0,0,CompShg,Gable,Pave,Bnk,Gtl,Corner,Reg,Attchd,TA,TA,Av,2fmCon,128000
65.0,6040,1955,1955,0.0,0.0,0.0,0.0,0.0,1152,0,0,1152,0.0,0,0,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,,TA,TA,,Duplex,82000
80.0,14695,1966,2008,210.0,1387.0,0.0,175.0,1562.0,1567,0,0,1567,542.0,0,110,0,0,342,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,IR1,Attchd,Gd,TA,No,1Fam,256000
50.0,9000,1920,1988,0.0,624.0,0.0,26.0,650.0,832,650,0,1482,324.0,0,0,0,0,0,0,CompShg,Hip,Pave,Lvl,Gtl,Inside,Reg,Detchd,Gd,TA,No,1Fam,143000
67.0,8368,2006,2007,0.0,0.0,0.0,1689.0,1689.0,1689,0,0,1689,433.0,100,39,0,0,0,0,CompShg,Gable,Pave,HLS,Gtl,Inside,IR1,Attchd,TA,Gd,No,1Fam,231713
195.0,41600,1969,1990,0.0,1047.0,0.0,53.0,1100.0,1424,0,0,1424,828.0,144,0,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,FR2,IR1,2Types,TA,TA,Gd,2fmCon,155000
59.0,6490,1983,1983,0.0,534.0,0.0,282.0,816.0,816,0,0,816,264.0,315,0,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Attchd,Gd,TA,No,1Fam,128500
60.0,7290,1921,1950,174.0,0.0,0.0,1228.0,1228.0,1424,0,0,1424,312.0,0,0,90,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Corner,Reg,Attchd,TA,TA,No,1Fam,168000
,7472,1972,2004,138.0,626.0,0.0,99.0,725.0,725,754,0,1479,484.0,0,32,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,CulDSac,IR1,Attchd,TA,TA,No,1Fam,184000
70.0,7000,1962,1962,0.0,953.0,0.0,72.0,1025.0,1025,0,0,1025,0.0,96,80,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,,TA,TA,Av,2fmCon,124000
,11717,1970,1970,571.0,0.0,0.0,1442.0,1442.0,1442,0,0,1442,615.0,371,0,0,0,0,0,CompShg,Hip,Pave,Lvl,Gtl,Inside,IR1,Attchd,TA,TA,No,1Fam,185000
106.0,11194,2000,2000,40.0,0.0,0.0,1406.0,1406.0,1454,482,0,1936,504.0,188,124,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Corner,IR1,Attchd,TA,Gd,No,1Fam,230500
90.0,11250,1998,1998,227.0,796.0,0.0,258.0,1054.0,1070,869,0,1939,555.0,128,84,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Corner,IR1,Attchd,TA,TA,Mn,1Fam,227000
64.0,8633,2005,2005,0.0,193.0,0.0,545.0,738.0,738,738,0,1476,540.0,100,35,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,FR2,Reg,Attchd,TA,Gd,No,1Fam,173500
70.0,8400,1968,1968,0.0,744.0,0.0,89.0,833.0,898,0,0,898,326.0,143,0,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Attchd,TA,TA,Gd,1Fam,140000
87.0,10037,2006,2007,,666.0,0.0,794.0,1460.0,1460,0,0,1460,480.0,0,20,0,0,0,0,CompShg,Hip,Pave,Lvl,Gtl,Corner,Reg,Attchd,TA,Gd,No,1Fam,247000
,8014,1978,1978,23.0,456.0,0.0,0.0,456.0,1034,0,0,1034,504.0,0,0,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,CulDSac,IR1,Basment,TA,TA,Gd,1Fam,149900
,12250,1978,1978,180.0,781.0,0.0,83.0,864.0,1174,0,0,1174,528.0,211,0,280,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,IR1,Attchd,TA,TA,Mn,1Fam,158000
,2403,2003,2003,0.0,244.0,0.0,286.0,530.0,530,550,0,1080,496.0,0,50,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,FR2,IR1,Attchd,TA,Gd,No,TwnhsE,147110
50.0,8600,1937,1950,0.0,0.0,0.0,780.0,780.0,780,596,0,1376,198.0,0,0,0,0,0,0,CompShg,Gable,Pave,Bnk,Gtl,Inside,Reg,Detchd,TA,TA,No,1Fam,119500
60.0,13680,1940,1950,0.0,728.0,0.0,112.0,840.0,840,727,0,1567,440.0,0,21,150,0,0,0,CompShg,Gable,Pave,HLS,Mod,Inside,Reg,Detchd,TA,TA,No,1Fam,205000
60.0,10800,1895,1999,0.0,0.0,0.0,736.0,736.0,751,783,0,1534,0.0,0,112,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,,Gd,TA,Av,1Fam,148000
39.0,5389,1995,1996,0.0,1180.0,0.0,415.0,1595.0,1616,0,0,1616,608.0,237,152,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,IR1,Attchd,TA,Gd,No,TwnhsE,236500
60.0,10890,1938,1950,0.0,930.0,0.0,128.0,1058.0,1058,493,0,1551,240.0,0,0,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Detchd,TA,TA,No,1Fam,137000
68.0,9768,1955,1955,0.0,100.0,247.0,613.0,960.0,960,0,0,960,330.0,0,70,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Attchd,TA,TA,No,1Fam,122000
73.0,8993,2007,2007,0.0,0.0,0.0,1302.0,1302.0,1302,0,0,1302,436.0,0,22,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,IR1,Attchd,TA,Gd,Av,1Fam,176485
50.0,11672,1925,1950,0.0,0.0,0.0,816.0,816.0,816,0,0,816,210.0,168,0,112,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,IR2,Detchd,TA,TA,No,1Fam,109000
,9763,1998,1998,239.0,1102.0,72.0,328.0,1502.0,1502,0,0,1502,286.0,0,0,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,IR1,Attchd,TA,Gd,No,TwnhsE,330000
56.0,9836,2008,2008,0.0,96.0,0.0,96.0,192.0,1133,0,0,1133,308.0,0,175,0,0,0,0,CompShg,Gable,Pave,Bnk,Gtl,Inside,Reg,Detchd,TA,TA,No,1Fam,143000
89.0,10557,1998,1998,422.0,672.0,0.0,736.0,1408.0,1671,1407,0,3078,806.0,108,87,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,IR1,Attchd,TA,Gd,Gd,1Fam,410000
70.0,8462,1994,1994,105.0,814.0,0.0,114.0,928.0,936,785,0,1721,471.0,300,87,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,IR1,Attchd,Gd,Gd,No,1Fam,201000
60.0,10818,1910,1950,0.0,0.0,0.0,1077.0,1077.0,981,779,0,1760,648.0,120,0,96,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Detchd,TA,TA,No,1Fam,80000
61.0,7259,1945,2002,0.0,774.0,150.0,104.0,1028.0,1436,884,0,2320,180.0,224,0,0,0,0,0,CompShg,Gambrel,Pave,Lvl,Mod,Inside,IR1,Detchd,TA,TA,No,1Fam,259500
,11800,2003,2004,94.0,766.0,0.0,356.0,1122.0,1146,1340,0,2486,452.0,143,32,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,IR1,BuiltIn,TA,Gd,Gd,1Fam,279900
75.0,7500,1959,1994,0.0,340.0,906.0,0.0,1246.0,1246,0,0,1246,305.0,218,0,0,0,0,0,CompShg,Hip,Pave,Lvl,Gtl,Inside,Reg,Attchd,TA,TA,No,1Fam,154000
,159000,1958,2006,472.0,697.0,0.0,747.0,1444.0,1444,700,0,2144,389.0,0,98,0,0,0,0,CompShg,Gable,Pave,Low,Sev,CulDSac,IR2,Attchd,TA,Gd,Gd,1Fam,277000
62.0,6488,1942,1950,0.0,230.0,0.0,569.0,799.0,799,351,0,1150,215.0,264,0,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,BuiltIn,TA,TA,No,1Fam,128000
110.0,14230,2007,2007,640.0,0.0,0.0,1566.0,1566.0,1600,0,0,1600,890.0,0,56,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Corner,Reg,Attchd,TA,Gd,No,1Fam,256300
110.0,7810,1930,2003,0.0,189.0,0.0,741.0,930.0,1230,525,0,1755,231.0,0,40,0,0,0,0,CompShg,Gable,Pave,HLS,Gtl,Inside,IR1,Detchd,Gd,TA,No,1Fam,188000
85.0,14331,2002,2002,630.0,1274.0,0.0,526.0,1800.0,1800,0,0,1800,765.0,270,78,0,0,0,0,CompShg,Hip,Pave,Lvl,Gtl,Inside,Reg,Attchd,TA,Gd,Gd,1Fam,312500
30.0,3182,2004,2005,0.0,0.0,0.0,600.0,600.0,600,600,0,1200,480.0,0,172,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Detchd,TA,Gd,No,TwnhsE,151000
