lot_area,garage_area,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,gr_liv_area,low_qual_fin_sf,year_remod/add,mas_vnr_area,year_built,yr_sold,bsmt_impact,basement_volume,basement_visible_surface_area,structure_square_footage,exterior_1st_AsphShn,exterior_1st_BrkComm,exterior_1st_BrkFace,exterior_1st_CBlock,exterior_1st_CemntBd,exterior_1st_HdBoard,exterior_1st_ImStucc,exterior_1st_MetalSd,exterior_1st_Plywood,exterior_1st_Stone,exterior_1st_Stucco,exterior_1st_VinylSd,exterior_1st_Wd Sdng,exterior_1st_WdShing,exterior_2nd_AsphShn,exterior_2nd_Brk Cmn,exterior_2nd_BrkFace,exterior_2nd_CBlock,exterior_2nd_CmentBd,exterior_2nd_HdBoard,exterior_2nd_ImStucc,exterior_2nd_MetalSd,exterior_2nd_Plywood,exterior_2nd_Stone,exterior_2nd_Stucco,exterior_2nd_VinylSd,exterior_2nd_Wd Sdng,exterior_2nd_Wd Shng,mas_vnr_type_BrkFace,mas_vnr_type_None,mas_vnr_type_Stone,saleprice
13650,756.0,238,130,0,0,0,0,2250,0,2002,232.0,2002,2010,3342.0,6684.0,1671.0,3921.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,320000
8433,394.0,0,72,0,0,0,0,1514,0,2000,0.0,2000,2009,0.0,3176.0,794.0,2308.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,190000
1680,0.0,201,0,0,0,0,0,1218,0,1971,236.0,1971,2006,0.0,2016.0,504.0,1890.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,91500
6000,256.0,0,0,0,0,0,0,1387,0,1954,0.0,1954,2009,0.0,2433.0,608.25,2198.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,93000
8500,250.0,0,54,172,0,0,0,1317,0,1950,0.0,1920,2008,0.0,1947.0,486.75,1966.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,40000
6882,0.0,136,0,115,0,0,0,1355,0,2006,0.0,1914,2007,0.0,2052.0,513.0,2039.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,127000
8712,330.0,0,0,265,0,0,0,952,0,1950,0.0,1896,2010,0.0,2268.0,567.0,1708.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,50138
6900,924.0,0,25,0,0,0,0,778,0,1955,0.0,1940,2008,0.0,2220.0,555.0,1518.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,120500
9900,240.0,335,0,0,0,0,0,1489,0,1950,0.0,1940,2009,0.0,2334.0,583.5,2267.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,139500
13286,768.0,327,64,0,0,0,0,1698,0,2008,340.0,2007,2009,0.0,8490.0,2122.5,3396.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,320000
12888,498.0,521,0,0,0,0,0,2267,0,1980,0.0,1937,2007,0.0,3015.0,753.75,3272.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,219000
8857,440.0,100,30,0,0,0,0,1495,0,2006,0.0,2006,2007,0.0,2952.0,738.0,2233.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,171925
14137,404.0,0,39,0,0,0,0,1384,0,1997,0.0,1996,2008,0.0,5392.0,1348.0,2732.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,177900
6720,228.0,184,0,0,0,0,0,1436,0,1950,0.0,1921,2007,0.0,1755.0,438.75,2021.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,141500
7500,440.0,0,84,0,0,0,0,1636,0,1999,0.0,1998,2009,0.0,3808.0,952.0,2588.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,191000
13072,576.0,0,50,0,0,0,0,1158,0,2004,0.0,2004,2006,0.0,4632.0,1158.0,2316.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,158000
10656,870.0,192,80,0,0,0,0,1646,0,2007,274.0,2006,2007,1638.0,6552.0,1638.0,3284.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,248900
7200,240.0,0,0,264,0,0,0,1768,0,1950,252.0,1937,2007,0.0,2924.0,731.0,2499.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,175000
8800,299.0,200,25,211,0,0,0,1565,0,2000,0.0,1965,2006,593.5,3561.0,890.25,2752.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,185900
10800,320.0,0,341,0,0,0,0,1768,0,1970,0.0,1914,2006,440.0,3520.0,880.0,2648.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,163000
9000,0.0,0,0,0,0,0,0,1396,0,1951,0.0,1951,2006,330.0,1980.0,495.0,2056.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,115000
13014,484.0,168,0,0,0,0,0,1096,0,1978,39.0,1978,2008,1008.0,3024.0,756.0,2104.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,157500
5395,462.0,96,0,70,168,0,0,1337,0,1993,0.0,1993,2008,0.0,5348.0,1337.0,2674.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,180000
9473,577.0,0,211,0,0,0,0,2031,0,2002,,2002,2008,0.0,4512.0,1128.0,3159.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,237000
8400,246.0,0,0,0,0,0,0,438,0,1950,0.0,1920,2009,0.0,870.0,217.5,728.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,60000
12102,504.0,224,0,0,0,0,0,1033,0,1976,222.0,1976,2008,912.0,1824.0,456.0,1489.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,165000
10905,596.0,0,57,0,0,0,0,2327,0,2003,0.0,2003,2008,0.0,4516.0,1129.0,3456.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,240000
6430,440.0,0,0,0,0,0,0,1340,0,1950,0.0,1945,2006,780.0,2340.0,585.0,2120.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,128000
6040,0.0,0,0,0,0,0,0,1152,0,1955,0.0,1955,2008,,,,1152.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,82000
14695,542.0,0,110,0,0,342,0,1567,0,2008,210.0,1966,2009,0.0,4686.0,1171.5,3129.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,256000
9000,324.0,0,0,0,0,0,0,1482,0,1988,0.0,1920,2009,0.0,1950.0,487.5,2132.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,143000
8368,433.0,100,39,0,0,0,0,1689,0,2007,0.0,2006,2007,0.0,6756.0,1689.0,3378.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,231713
41600,828.0,144,0,0,0,0,0,1424,0,1990,0.0,1969,2007,2200.0,4400.0,1100.0,2524.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,155000
6490,264.0,315,0,0,0,0,0,816,0,1983,0.0,1983,2008,0.0,2448.0,612.0,1632.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,128500
7290,312.0,0,0,90,0,0,0,1424,0,1950,174.0,1921,2008,0.0,3684.0,921.0,2652.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,168000
7000,0.0,96,80,0,0,0,0,1025,0,1962,0.0,1962,2006,1025.0,3075.0,768.75,2050.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,124000
11194,504.0,188,124,0,0,0,0,1936,0,2000,40.0,2000,2006,0.0,5624.0,1406.0,3342.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,230500
11250,555.0,128,84,0,0,0,0,1939,0,1998,227.0,1998,2006,527.0,4216.0,1054.0,2993.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,227000
8633,540.0,100,35,0,0,0,0,1476,0,2005,0.0,2005,2009,0.0,2952.0,738.0,2214.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,173500
8400,326.0,143,0,0,0,0,0,898,0,1968,0.0,1968,2006,1666.0,3332.0,833.0,1731.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,140000
10037,480.0,0,20,0,0,0,0,1460,0,2007,,2006,2008,0.0,7300.0,1825.0,2920.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,247000
8600,198.0,0,0,0,0,0,0,1376,0,1950,0.0,1937,2006,0.0,2340.0,585.0,2156.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,119500
13680,440.0,0,21,150,0,0,0,1567,0,1950,0.0,1940,2009,0.0,2520.0,630.0,2407.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,205000
10800,0.0,0,112,0,0,0,0,1534,0,1999,0.0,1895,2007,736.0,2944.0,736.0,2270.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,148000
5389,608.0,237,152,0,0,0,0,1616,0,1996,0.0,1995,2010,0.0,6380.0,1595.0,3211.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,236500
10890,240.0,0,0,0,0,0,0,1551,0,1950,0.0,1938,2006,0.0,2116.0,529.0,2609.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,137000
9768,330.0,0,70,0,0,0,0,960,0,1955,0.0,1955,2009,0.0,2880.0,720.0,1920.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,122000
8993,436.0,0,22,0,0,0,0,1302,0,2007,0.0,2007,2007,1302.0,5208.0,1302.0,2604.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,176485
11672,210.0,168,0,112,0,0,0,816,0,1950,0.0,1925,2006,0.0,2448.0,612.0,1632.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,109000
9836,308.0,0,175,0,0,0,0,1133,0,2008,0.0,2008,2008,0.0,576.0,144.0,1325.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,143000
10557,806.0,108,87,0,0,0,0,3078,0,1998,422.0,1998,2007,2816.0,7040.0,1760.0,4486.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,410000
8462,471.0,300,87,0,0,0,0,1721,0,1994,105.0,1994,2007,0.0,3712.0,928.0,2649.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,201000
10818,648.0,120,0,96,0,0,0,1760,0,1950,0.0,1910,2006,0.0,2154.0,538.5,2837.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,80000
7259,180.0,224,0,0,0,0,0,2320,0,2002,0.0,1945,2007,0.0,3084.0,771.0,3348.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,259500
7500,305.0,218,0,0,0,0,0,1246,0,1994,0.0,1959,2010,0.0,3738.0,934.5,2492.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,154000
6488,215.0,264,0,0,0,0,0,1150,0,1950,0.0,1942,2006,0.0,2397.0,599.25,1949.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,128000
14230,890.0,0,56,0,0,0,0,1600,0,2007,640.0,2007,2009,0.0,6264.0,1566.0,3166.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,256300
7810,231.0,0,40,0,0,0,0,1755,0,2003,0.0,1930,2007,0.0,2790.0,697.5,2685.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,188000
14331,765.0,270,78,0,0,0,0,1800,0,2002,630.0,2002,2006,3600.0,9000.0,2250.0,3600.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,312500
3182,480.0,0,172,0,0,0,0,1200,0,2005,0.0,2004,2010,0.0,2400.0,600.0,1800.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,151000
1920,440.0,240,36,0,0,0,0,1365,0,1971,376.0,1971,2007,0.0,2295.0,573.75,2130.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,122500
10110,542.0,143,66,0,0,0,0,1696,0,2003,0.0,2003,2008,417.5,3340.0,835.0,2531.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,188000
10984,638.0,144,54,0,0,0,0,1809,0,2006,0.0,2005,2006,1890.0,3780.0,945.0,2754.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,209700
14082,724.0,390,80,0,0,0,0,2234,0,2006,945.0,2006,2007,4440.0,11100.0,2775.0,4454.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,441929
8480,474.0,144,96,0,0,0,0,1680,0,1994,120.0,1993,2008,0.0,3544.0,886.0,2566.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,163000
15750,521.0,135,34,0,0,0,0,1513,0,2000,260.0,1999,2009,2924.0,5848.0,1462.0,2975.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,220000
8050,308.0,88,64,0,0,0,0,1107,0,1993,0.0,1967,2007,0.0,2847.0,711.75,2056.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,127000
7200,392.0,0,0,0,0,0,0,827,0,2007,0.0,1955,2010,,,,827.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,107500
6300,0.0,0,291,134,0,0,0,1484,0,2001,0.0,1914,2008,0.0,2226.0,556.5,2226.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,128000
5232,504.0,0,0,0,0,0,0,764,0,2004,0.0,1925,2008,0.0,1360.0,340.0,1444.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,73000
11846,874.0,206,49,0,0,0,0,1792,0,2004,562.0,2003,2006,3584.0,8960.0,2240.0,3584.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,374000
16900,746.0,0,60,0,0,0,0,2649,0,2002,1110.0,2001,2008,739.5,7395.0,1848.75,4128.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,421250
10012,588.0,0,0,180,0,0,0,1181,0,1972,0.0,1972,2008,1138.0,4552.0,1138.0,2319.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,137500
14303,691.0,262,36,0,0,0,0,1987,0,1994,554.0,1994,2008,3972.0,7944.0,1986.0,3973.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,301500
5707,180.0,329,96,0,0,0,0,1242,0,1950,0.0,1935,2009,0.0,1749.0,437.25,1825.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,105000
9360,504.0,94,0,0,0,0,0,976,0,2004,203.0,1968,2006,976.0,2928.0,732.0,1952.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,157500
5680,216.0,0,0,77,0,0,0,1214,0,1950,0.0,1901,2007,0.0,2907.0,726.75,2183.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,117000
7000,336.0,0,0,0,0,0,0,864,0,1962,0.0,1962,2006,0.0,2592.0,648.0,1728.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,105000
10480,240.0,0,0,0,0,0,0,1639,473,1950,0.0,1936,2008,0.0,3192.0,798.0,2230.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,115000
11578,834.0,319,90,0,0,0,0,1736,0,2008,302.0,2008,2009,0.0,8680.0,2170.0,3472.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,360000
7018,400.0,0,0,0,0,0,0,1535,0,1979,0.0,1979,2009,,,,1535.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,118858
10800,320.0,0,30,0,0,0,0,725,0,1998,0.0,1890,2009,0.0,1890.0,472.5,1355.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,78500
8244,440.0,100,48,0,0,0,0,1720,0,2004,0.0,2004,2007,0.0,3360.0,840.0,2560.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,183500
6000,576.0,0,32,112,0,0,0,936,0,1953,0.0,1953,2009,0.0,1872.0,468.0,1872.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,93000
7837,380.0,0,40,0,0,0,0,1571,0,1994,0.0,1993,2009,0.0,3196.0,799.0,2370.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,178000
10665,558.0,144,29,0,0,0,0,1479,0,2003,167.0,2003,2007,1453.0,5812.0,1453.0,2932.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,226000
10457,898.0,0,173,368,0,0,0,1632,0,1969,178.0,1969,2009,1568.0,2352.0,588.0,2416.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,173000
8281,360.0,0,0,236,0,0,0,864,0,1965,0.0,1965,2009,0.0,2592.0,648.0,1728.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,62383
14948,858.0,126,66,0,0,0,0,2713,0,2008,268.0,2008,2008,1452.0,7260.0,1815.0,4165.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,446261
7000,312.0,530,0,56,0,0,0,1479,0,1997,0.0,1926,2006,0.0,1872.0,468.0,2103.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,160000
9382,577.0,120,25,0,0,0,0,1479,0,2000,125.0,1999,2008,0.0,5872.0,1468.0,2947.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,191000
6854,308.0,0,65,0,0,150,0,1060,0,1994,0.0,1925,2007,0.0,2268.0,567.0,1816.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,136500
9938,574.0,156,90,0,0,0,0,1949,0,1994,246.0,1993,2010,0.0,4200.0,1050.0,2999.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,236000
12633,932.0,160,36,0,0,108,0,1824,0,2007,242.0,2006,2007,3648.0,9120.0,2280.0,3648.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,392000
6876,316.0,0,0,213,0,0,0,1930,0,1950,0.0,1927,2009,0.0,2160.0,540.0,2650.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,149000
3951,846.0,0,90,0,0,94,0,2393,0,1999,0.0,1998,2008,485.0,3880.0,970.0,3363.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,345000
9856,624.0,0,72,167,0,0,0,2014,0,2005,0.0,1900,2006,0.0,1432.0,358.0,2730.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,169000
17808,336.0,0,0,0,0,0,0,1242,0,1950,0.0,1946,2007,0.0,1452.0,363.0,1726.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,109900
9627,650.0,190,48,0,0,0,0,2000,0,1994,94.0,1993,2006,996.0,3984.0,996.0,2996.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,188000
6000,280.0,45,0,0,0,0,0,1412,0,1950,0.0,1939,2009,0.0,2340.0,585.0,2192.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,132500
9757,440.0,66,0,0,0,92,0,990,0,1994,0.0,1994,2009,0.0,2970.0,742.5,1980.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,143000
9280,256.0,0,0,0,0,0,0,1342,0,1951,0.0,1951,2007,0.0,2684.0,671.0,2684.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,125000
14780,1085.0,354,56,0,0,156,0,1868,0,2005,568.0,2005,2006,3736.0,9340.0,2335.0,3736.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,415000
7740,528.0,0,0,0,0,168,0,1363,0,1950,0.0,1910,2010,0.0,1244.0,311.0,1985.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,125500
9600,338.0,289,0,0,0,0,0,1632,0,1988,183.0,1958,2009,0.0,3720.0,930.0,2872.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,139000
13478,842.0,382,274,0,0,0,0,2296,0,2008,420.0,2008,2009,3444.0,8610.0,2152.5,4018.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,451950
10926,0.0,0,0,0,0,0,0,1678,0,1959,74.0,1959,2009,0.0,5034.0,1258.5,3356.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,119900
10667,525.0,0,44,0,0,0,0,1587,0,1971,302.0,1971,2007,0.0,4761.0,1190.25,3174.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,167300
8212,256.0,84,0,0,0,0,0,1298,0,1950,0.0,1941,2009,0.0,2160.0,540.0,2018.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,122000
9100,504.0,0,0,0,0,0,0,1728,0,1963,336.0,1963,2006,0.0,5184.0,1296.0,3456.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,125000
6000,288.0,0,0,0,0,0,0,928,0,1957,0.0,1957,2008,0.0,2784.0,696.0,1856.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,112500
9316,578.0,164,111,0,0,0,0,1795,0,2006,0.0,2005,2007,1758.0,3516.0,879.0,2674.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,191000
