,id,ms_subclass,ms_zoning,lot_frontage,lot_area,street,alley,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_feature,misc_val,mo_sold,yr_sold,sale_type,saleprice,total_sqft,total_bath,total_porch_sf,total_home_quality,sqft_to_lot_ratio,sqft_to_quality_ratio,bed_to_bath_ratio,bsmt_to_totalsqft_ratio,porch_to_totalsqft_ratio,diff_grnd_livarea_totalsqft,size_relative_to_the_neighbors,lot_frontage_relative_to_the_neighbors,lot_area_relative_to_the_neighbors,remodeled_relative_to_the_neighbors,built_relative_to_the_neighbors,houses_in_neighborhood_with_basement,houses_in_neighborhood_with_garage,houses_in_neighborhood_with_fireplace,houses_in_neighborhood_with_pool,sqft_to_rooms_ratio,lot_frontage_to_lot_area_ratio
293,1470,120,RM,68.87899941826643,4426,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,205.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,662.0,Unf,0.0,186.0,848.0,GasA,Ex,Y,SBrkr,848,0,0,848,1.0,0.0,1,0,1,1,Gd,3,Typ,0,Gd,Attchd,2004.0,RFn,2.0,TA,TA,Y,140,0,0,0,0,0,Gd,MnPrv,Shed,0,2,2008,WD ,145000,848,1.0,0,11,0.19159511974694984,77.0909090909091,1.0,1.0,0.0,0,180,70.48252213819401,10227.283333333333,2002.0,2001.0,180,180,180,180,282.6666666666667,0.015562358657538734
294,412,120,RL,24.0,2280,Pave,Grvl,Reg,Lvl,AllPub,FR2,Gtl,NPkVill,Norm,Norm,Twnhs,1Story,7,5,1975,1975,Gable,CompShg,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,435.0,LwQ,622.0,0.0,1057.0,GasA,TA,Y,SBrkr,1055,0,0,1055,0.0,1.0,2,0,2,1,TA,4,Typ,1,Fa,Attchd,1975.0,RFn,2.0,TA,TA,Y,0,27,0,0,0,0,Gd,MnPrv,Shed,0,8,2009,WD ,123000,1055,2.0,27,12,0.46271929824561403,87.91666666666667,1.0,1.0018957345971564,0.025592417061611375,0,17,30.051705848133317,2678.6470588235293,1976.0,1976.0,17,17,17,17,263.75,0.010526315789473684
295,1399,120,RL,68.87899941826643,2887,Pave,Grvl,Reg,HLS,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1Story,6,5,1996,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,1003.0,Unf,0.0,288.0,1291.0,GasA,Ex,Y,SBrkr,1291,0,0,1291,1.0,0.0,1,0,2,1,Gd,6,Typ,1,Gd,Attchd,1996.0,Unf,2.0,TA,TA,Y,307,0,0,0,0,0,Gd,MnPrv,Shed,0,11,2008,WD ,173000,1291,1.0,0,11,0.4471770003463803,117.36363636363636,2.0,1.0,0.0,0,27,79.3772218990369,28538.14814814815,1989.0,1966.0,27,27,27,27,215.16666666666666,0.023858330245329556
296,183,30,RM,60.0,8520,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,6,8,1928,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,624.0,624.0,GasA,Gd,Y,SBrkr,720,0,0,720,0.0,0.0,1,0,2,1,TA,5,Typ,0,Gd,Detchd,2005.0,Unf,2.0,TA,TA,Y,106,0,0,0,0,0,Gd,MnPrv,Shed,0,5,2010,WD ,105900,720,1.0,0,14,0.08450704225352113,51.42857142857143,2.0,0.8666666666666667,0.0,0,163,63.0262208374822,8439.61963190184,1965.0,1920.0,163,163,163,163,144.0,0.007042253521126761
297,974,180,RM,21.0,1596,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SLvl,4,5,1973,1973,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,462.0,Unf,0.0,0.0,462.0,GasA,TA,Y,SBrkr,526,462,0,988,1.0,0.0,1,0,2,1,TA,5,Typ,0,Gd,BuiltIn,1973.0,Unf,1.0,TA,TA,Y,120,101,0,0,0,0,Gd,GdWo,Shed,0,11,2009,WD ,91000,988,1.0,101,9,0.6190476190476191,109.77777777777777,2.0,0.4676113360323887,0.10222672064777327,0,24,32.068208260616636,2264.2083333333335,1972.5,1972.0,24,24,24,24,197.6,0.013157894736842105
298,930,50,RL,78.0,15600,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,5,7,1949,2005,Gable,CompShg,BrkComm,Brk Cmn,None,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,312.0,Rec,507.0,248.0,1067.0,GasW,Fa,N,SBrkr,986,537,0,1523,1.0,0.0,2,0,3,1,Fa,7,Maj2,1,TA,Attchd,1949.0,Unf,1.0,TA,TA,Y,0,0,81,0,0,0,Gd,MnPrv,Shed,0,10,2009,WD ,158000,1523,2.0,81,12,0.09762820512820512,126.91666666666667,1.5,0.7005909389363099,0.05318450426789232,0,71,69.18399986890513,11667.732394366198,1991.0,1940.0,71,71,71,71,217.57142857142858,0.005
299,881,60,RL,65.0,9313,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,864.0,864.0,GasA,Ex,Y,SBrkr,864,864,0,1728,0.0,0.0,2,1,3,1,Gd,7,Typ,0,Gd,Attchd,2004.0,RFn,2.0,TA,TA,Y,187,56,0,0,0,0,Gd,MnPrv,Shed,0,4,2009,WD ,190000,1728,2.5,56,12,0.18554708472028347,144.0,1.2,0.5,0.032407407407407406,0,180,70.48252213819401,10227.283333333333,2002.0,2001.0,180,180,180,180,246.85714285714286,0.0069794910340384405
300,1180,120,RL,22.0,11064,Pave,Grvl,IR2,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1995,1995,Hip,CompShg,BrkFace,BrkFace,None,0.0,Gd,TA,PConc,Gd,TA,Gd,LwQ,560.0,GLQ,670.0,0.0,1230.0,GasA,Ex,Y,SBrkr,1239,0,0,1239,1.0,0.0,1,1,1,1,Gd,4,Typ,1,Fa,Attchd,1995.0,Fin,2.0,TA,TA,Y,172,24,0,0,0,0,Gd,MnPrv,Shed,0,8,2008,WD ,217500,1239,1.5,24,13,0.11198481561822125,95.3076923076923,0.6666666666666666,0.9927360774818402,0.01937046004842615,0,17,68.08917633370974,16171.35294117647,1990.0,1981.0,17,17,17,17,309.75,0.0019884309472161968
301,1553,50,RM,75.0,9000,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,5,1958,1958,Gable,CompShg,WdShing,Wd Shng,BrkFace,162.0,TA,TA,CBlock,TA,TA,No,ALQ,330.0,Unf,0.0,821.0,1151.0,GasA,Gd,Y,FuseA,1151,804,0,1955,0.0,0.0,2,0,4,1,TA,7,Typ,0,Gd,Attchd,1958.0,Fin,1.0,TA,TA,Y,0,0,0,0,0,0,Gd,MnPrv,Shed,0,1,2008,WD ,165500,1955,2.0,0,10,0.21722222222222223,195.5,2.0,0.5887468030690537,0.0,0,69,62.397028943352645,8359.695652173914,1950.0,1925.0,69,69,69,69,279.2857142857143,0.008333333333333333
302,928,70,RL,75.0,12000,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,7,1941,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,275.0,Unf,0.0,429.0,704.0,GasA,Ex,Y,SBrkr,860,704,0,1564,0.0,0.0,1,1,3,1,Fa,7,Typ,1,Gd,Attchd,1941.0,Unf,1.0,TA,TA,Y,0,0,0,0,0,0,Gd,MnPrv,Shed,0,7,2009,WD ,174500,1564,1.5,0,14,0.13033333333333333,111.71428571428571,2.0,0.45012787723785164,0.0,0,71,69.18399986890513,11667.732394366198,1991.0,1940.0,71,71,71,71,223.42857142857142,0.00625
303,1512,80,RL,62.0,7692,Pave,Grvl,Reg,Bnk,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,SLvl,4,6,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,Ex,TA,Av,Unf,0.0,Unf,0.0,416.0,416.0,GasA,Gd,Y,FuseA,1204,0,0,1204,0.0,0.0,1,0,3,1,TA,6,Typ,0,Gd,Basment,1954.0,Unf,1.0,TA,TA,Y,0,0,0,0,0,0,Gd,MnPrv,Shed,0,11,2008,WD ,100000,1204,1.0,0,10,0.156526261050442,120.4,3.0,0.34551495016611294,0.0,0,141,64.94543256635268,9880.340425531915,1960.0,1954.0,141,141,141,141,200.66666666666666,0.008060322412896516
304,3,20,RL,81.0,14267,Pave,Grvl,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1958,1958,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,108.0,TA,TA,CBlock,TA,TA,No,ALQ,923.0,Unf,0.0,406.0,1329.0,GasA,TA,Y,SBrkr,1329,0,0,1329,0.0,0.0,1,1,3,1,Gd,6,Typ,0,Gd,Attchd,1958.0,Unf,1.0,TA,TA,Y,393,36,0,0,0,0,Gd,MnPrv,Gar2,12500,6,2010,WD ,172000,1329,1.5,36,12,0.09315202915819724,110.75,2.0,1.0,0.02708803611738149,0,313,74.22425550184273,10014.741214057509,1963.0,1960.0,313,313,313,313,221.5,0.005677437443050396
305,2140,20,RL,75.0,9675,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1975,1975,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,330.0,Rec,432.0,102.0,864.0,GasA,TA,Y,SBrkr,879,0,0,879,0.0,0.0,1,0,3,1,TA,5,Typ,0,Gd,Attchd,1975.0,Unf,2.0,TA,TA,Y,0,80,0,0,0,0,Gd,MnPrv,Shed,0,9,2007,Con,120000,879,1.0,80,11,0.09085271317829458,79.9090909090909,3.0,0.9829351535836177,0.09101251422070535,0,180,70.48252213819401,10227.283333333333,2002.0,2001.0,180,180,180,180,175.8,0.007751937984496124
306,553,20,RH,60.0,8400,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,1Fam,1Story,4,4,1950,1950,Gable,CompShg,Wd Sdng,AsbShng,None,0.0,Fa,Fa,CBlock,TA,Fa,No,Unf,0.0,Unf,0.0,721.0,721.0,GasA,Gd,Y,SBrkr,841,0,0,841,0.0,0.0,1,0,2,1,TA,4,Typ,0,Gd,CarPort,1950.0,Unf,1.0,TA,TA,N,250,0,24,0,0,0,Gd,MnPrv,Shed,0,9,2009,WD ,82000,841,1.0,24,8,0.10011904761904762,105.125,2.0,0.8573127229488704,0.028537455410225922,0,87,70.27066658642754,10159.494252873563,1994.0,1993.0,87,87,87,87,210.25,0.007142857142857143
307,2594,50,RL,50.0,7500,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,6,6,1947,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,784.0,784.0,GasA,Ex,Y,FuseA,900,412,0,1312,0.0,0.0,1,1,3,1,TA,6,Typ,0,Gd,Detchd,1953.0,Unf,2.0,TA,TA,Y,0,28,0,0,0,0,Gd,MnPrv,Shed,0,10,2006,WD ,127000,1312,1.5,28,12,0.17493333333333333,109.33333333333333,2.0,0.5975609756097561,0.021341463414634148,0,313,74.22425550184273,10014.741214057509,1963.0,1960.0,313,313,313,313,218.66666666666666,0.006666666666666667
308,1314,75,RM,60.0,9600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,6,5,1917,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,BrkTil,Gd,TA,No,Rec,319.0,Unf,0.0,416.0,735.0,OthW,Fa,N,SBrkr,1134,924,0,2058,0.0,0.0,1,1,3,1,TA,8,Typ,1,Gd,Detchd,1950.0,Unf,2.0,Fa,Fa,P,0,0,259,0,0,0,Gd,MnPrv,Shed,0,4,2008,WD ,129500,2058,1.5,259,11,0.214375,187.0909090909091,2.0,0.35714285714285715,0.12585034013605442,0,163,63.0262208374822,8439.61963190184,1965.0,1920.0,163,163,163,163,257.25,0.00625
309,366,120,RL,68.87899941826643,5814,Pave,Grvl,IR1,Lvl,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1984,1984,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,CBlock,Gd,TA,Av,GLQ,1036.0,Unf,0.0,184.0,1220.0,GasA,Gd,Y,SBrkr,1360,0,0,1360,1.0,0.0,1,0,1,1,Gd,4,Typ,1,Ex,Attchd,1984.0,RFn,2.0,TA,TA,Y,63,0,0,0,0,0,Gd,MnPrv,Shed,0,8,2009,COD,187500,1360,1.0,0,13,0.23391812865497075,104.61538461538461,1.0,0.8970588235294118,0.0,0,38,60.987263096659625,11892.947368421053,2003.5,2003.5,38,38,38,38,340.0,0.011847093123196841
310,1462,20,RL,68.87899941826643,14860,Pave,Grvl,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2002,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,240.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1538.0,Unf,0.0,240.0,1778.0,GasA,Ex,Y,SBrkr,1786,0,0,1786,1.0,0.0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2002.0,RFn,3.0,TA,TA,Y,182,35,0,0,0,0,Gd,MnPrv,Shed,0,6,2008,WD ,300000,1786,2.0,35,13,0.12018842530282638,137.3846153846154,1.5,0.9955207166853304,0.01959686450167973,0,180,70.48252213819401,10227.283333333333,2002.0,2001.0,180,180,180,180,297.6666666666667,0.004635195115630312
311,2541,60,RL,68.87899941826643,14803,Pave,Grvl,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,252.0,TA,TA,CBlock,TA,TA,No,Rec,416.0,Unf,0.0,409.0,825.0,GasA,Gd,Y,SBrkr,1097,896,0,1993,0.0,0.0,2,1,4,1,TA,8,Typ,1,Gd,Attchd,1971.0,RFn,2.0,TA,TA,Y,0,66,0,0,0,0,Gd,GdWo,Shed,0,6,2006,WD ,190000,1993,2.5,66,11,0.13463487130986962,181.1818181818182,1.6,0.4139488208730557,0.03311590566984446,0,87,76.93667796700832,11752.988505747126,1978.0,1976.0,87,87,87,87,249.125,0.004653043262735015
312,2088,50,RL,50.0,7550,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,5,1920,1950,Gambrel,CompShg,MetalSd,MetalSd,None,0.0,Fa,Fa,BrkTil,TA,Fa,No,Unf,0.0,Unf,0.0,951.0,951.0,GasW,Fa,N,SBrkr,986,376,0,1362,0.0,0.0,2,0,4,1,TA,7,Typ,0,Gd,Detchd,1920.0,Unf,1.0,Fa,TA,P,0,0,0,0,0,0,Gd,MnPrv,Shed,0,3,2007,WD ,96000,1362,2.0,0,9,0.18039735099337748,151.33333333333334,2.0,0.698237885462555,0.0,0,141,64.94543256635268,9880.340425531915,1960.0,1954.0,141,141,141,141,194.57142857142858,0.006622516556291391
313,527,60,FV,65.0,8125,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2006,2007,Gable,CompShg,CemntBd,CmentBd,Stone,100.0,Gd,TA,PConc,Gd,TA,No,GLQ,812.0,Unf,0.0,280.0,1092.0,GasA,Ex,Y,SBrkr,1112,438,0,1550,1.0,0.0,2,0,2,1,Gd,7,Typ,0,Gd,Attchd,2007.0,Fin,2.0,TA,TA,Y,0,168,0,0,0,0,Gd,MnPrv,Shed,0,10,2009,WD ,241000,1550,2.0,168,12,0.19076923076923077,129.16666666666666,1.0,0.704516129032258,0.10838709677419354,0,130,64.47251532644202,7510.723076923077,2006.0,2006.0,130,130,130,130,221.42857142857142,0.008
314,1824,20,RL,40.0,13673,Pave,Grvl,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,5,1962,1962,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1140.0,1140.0,GasA,TA,Y,SBrkr,1696,0,0,1696,0.0,0.0,1,1,3,1,TA,8,Min2,1,TA,Attchd,1962.0,RFn,1.0,TA,TA,Y,0,30,0,0,0,0,Gd,MnPrv,Shed,0,3,2007,WD ,143900,1696,1.5,30,10,0.12404007898778614,169.6,2.0,0.6721698113207547,0.01768867924528302,0,111,71.37081060117707,10405.288288288288,1970.0,1965.0,111,111,111,111,212.0,0.002925473561032692
315,2918,160,RM,21.0,1533,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,2Story,4,5,1970,1970,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,408.0,Unf,0.0,138.0,546.0,GasA,TA,Y,SBrkr,546,546,0,1092,0.0,0.0,1,1,3,1,TA,5,Typ,0,Gd,CarPort,1970.0,Unf,1.0,TA,TA,Y,0,0,0,0,0,0,Gd,MnPrv,Shed,0,12,2006,WD ,87550,1092,1.5,0,9,0.7123287671232876,121.33333333333333,2.0,0.5,0.0,0,24,32.068208260616636,2264.2083333333335,1972.5,1972.0,24,24,24,24,218.4,0.0136986301369863
316,49,120,RL,61.0,7658,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,412.0,Ex,TA,PConc,Ex,TA,No,GLQ,456.0,Unf,0.0,1296.0,1752.0,GasA,Ex,Y,SBrkr,1752,0,0,1752,1.0,0.0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,2005.0,RFn,2.0,TA,TA,Y,196,82,0,0,0,0,Gd,MnPrv,Shed,0,2,2010,WD ,319900,1752,2.0,82,14,0.2287803604074171,125.14285714285714,1.0,1.0,0.04680365296803653,0,122,85.8658770348754,11345.11475409836,2006.0,2005.0,122,122,122,122,292.0,0.007965526247061896
317,2332,60,RL,63.0,12292,Pave,Grvl,IR1,HLS,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,2Story,9,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,184.0,Gd,TA,PConc,Ex,Gd,Gd,GLQ,205.0,Unf,0.0,889.0,1094.0,GasA,Ex,Y,SBrkr,1102,1371,0,2473,0.0,0.0,2,1,4,1,Gd,11,Typ,1,Gd,BuiltIn,2006.0,Fin,3.0,TA,TA,Y,246,39,0,0,0,0,Gd,MnPrv,Shed,0,7,2006,New,356383,2473,2.5,39,14,0.2011877643996095,176.64285714285714,1.6,0.4423776789324707,0.015770319450060657,0,38,60.987263096659625,11892.947368421053,2003.5,2003.5,38,38,38,38,224.8181818181818,0.005125284738041002
318,826,20,RL,122.0,11923,Pave,Grvl,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,9,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,No,Unf,0.0,Unf,0.0,1800.0,1800.0,GasA,Ex,Y,SBrkr,1800,0,0,1800,0.0,0.0,2,0,2,1,Ex,7,Typ,0,Gd,Attchd,2007.0,Fin,2.0,TA,TA,Y,288,136,0,0,0,0,Gd,MnPrv,Shed,0,5,2009,WD ,239000,1800,2.0,136,14,0.15096871592719954,128.57142857142858,1.0,1.0,0.07555555555555556,0,180,70.48252213819401,10227.283333333333,2002.0,2001.0,180,180,180,180,257.14285714285717,0.010232324079510191
319,1108,60,RL,91.0,10010,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1993,1994,Hip,WdShake,VinylSd,VinylSd,BrkFace,320.0,Gd,TA,PConc,Gd,TA,Av,BLQ,228.0,GLQ,852.0,0.0,1080.0,GasA,Ex,Y,SBrkr,1108,1089,0,2197,1.0,0.0,2,1,4,1,Gd,9,Typ,1,Gd,Attchd,1993.0,Fin,3.0,TA,TA,Y,385,99,0,0,0,0,Gd,MnPrv,Shed,0,7,2008,WD ,287500,2197,2.5,99,12,0.21948051948051947,183.08333333333334,1.6,0.4915794264906691,0.045061447428311335,0,48,83.44891652123329,12406.125,1996.0,1995.0,48,48,48,48,244.11111111111111,0.00909090909090909
320,2041,50,RM,68.87899941826643,12358,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,OldTown,Feedr,Norm,1Fam,1.5Fin,5,6,1941,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,360.0,Unf,0.0,360.0,720.0,GasA,TA,Y,SBrkr,854,0,528,1382,0.0,0.0,1,1,2,1,TA,7,Typ,0,Gd,Detchd,1991.0,Unf,2.0,TA,TA,Y,237,0,0,0,0,0,Gd,MnPrv,Shed,0,5,2007,WD ,128500,854,1.5,0,11,0.06910503317688946,77.63636363636364,1.3333333333333333,0.8430913348946136,0.0,528,163,63.0262208374822,8439.61963190184,1965.0,1920.0,163,163,163,163,122.0,0.00557363646368882
321,57,60,RL,63.0,8577,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,847.0,847.0,GasA,Ex,Y,SBrkr,847,886,0,1733,0.0,0.0,2,1,3,1,Gd,7,Typ,1,Gd,BuiltIn,2004.0,Fin,2.0,TA,TA,Y,144,48,0,0,0,0,Gd,MnPrv,Shed,0,4,2010,WD ,185088,1733,2.5,48,12,0.20205199953363648,144.41666666666666,1.2,0.4887478361223312,0.027697634160415464,0,116,70.99484463701828,11143.068965517241,2000.0,2000.0,116,116,116,116,247.57142857142858,0.007345225603357817
322,520,20,FV,72.0,8640,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1402.0,1402.0,GasA,Ex,Y,SBrkr,1402,0,0,1402,0.0,0.0,2,0,3,1,Gd,7,Typ,0,Gd,Attchd,2008.0,RFn,2.0,TA,TA,Y,205,126,0,0,0,0,Gd,MnPrv,Shed,0,5,2009,WD ,229800,1402,2.0,126,12,0.1622685185185185,116.83333333333333,1.5,1.0,0.0898716119828816,0,130,64.47251532644202,7510.723076923077,2006.0,2006.0,130,130,130,130,200.28571428571428,0.008333333333333333
323,2305,20,RL,62.0,10447,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,6,1984,1984,Gable,CompShg,Plywood,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,516.0,Unf,0.0,348.0,864.0,GasA,TA,Y,SBrkr,887,0,0,887,0.0,1.0,1,0,3,1,TA,5,Typ,0,Gd,Attchd,1984.0,RFn,1.0,TA,TA,Y,140,0,0,0,0,0,Gd,MnPrv,Shed,0,12,2007,WD ,124500,887,1.0,0,11,0.08490475734660669,80.63636363636364,3.0,0.9740698985343855,0.0,0,82,74.10906085500646,11647.329268292682,1984.0,1980.5,82,82,82,82,177.4,0.005934718100890208
324,2533,20,RL,80.0,9600,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5,1968,1968,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,758.0,Unf,0.0,293.0,1051.0,GasA,Gd,Y,SBrkr,1051,0,0,1051,1.0,0.0,1,0,3,1,TA,6,Typ,0,Gd,Attchd,1968.0,RFn,2.0,TA,TA,Y,0,0,0,0,0,0,Gd,MnPrv,Shed,0,7,2006,WD ,142000,1051,1.0,0,10,0.10947916666666667,105.1,3.0,1.0,0.0,0,313,74.22425550184273,10014.741214057509,1963.0,1960.0,313,313,313,313,175.16666666666666,0.008333333333333333
325,2852,70,RL,69.0,4899,Pave,Grvl,Reg,HLS,AllPub,Corner,Gtl,SWISU,Norm,Norm,1Fam,2Story,6,8,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,BLQ,305.0,Unf,0.0,450.0,755.0,GasA,Ex,Y,SBrkr,755,755,0,1510,0.0,0.0,1,0,3,1,TA,6,Typ,0,Gd,Detchd,1920.0,Unf,1.0,TA,TA,Y,0,0,164,0,0,0,Gd,MnPrv,Shed,0,6,2006,WD ,149000,1510,1.0,164,14,0.3082261686058379,107.85714285714286,3.0,0.5,0.10860927152317881,0,32,58.714968731820825,7289.28125,1950.0,1928.0,32,32,32,32,251.66666666666666,0.014084507042253521
326,1198,90,RL,87.0,9246,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,Duplex,1Story,5,5,1973,1973,Gable,CompShg,Plywood,Plywood,BrkFace,564.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1656.0,1656.0,GasA,TA,Y,SBrkr,1656,0,0,1656,0.0,0.0,2,0,4,2,TA,8,Typ,0,Gd,Detchd,1973.0,Unf,2.0,TA,TA,Y,0,211,0,0,0,0,Gd,MnPrv,Shed,0,11,2008,WD ,135000,1656,2.0,211,10,0.1791044776119403,165.6,2.0,1.0,0.12741545893719808,0,87,76.93667796700832,11752.988505747126,1978.0,1976.0,87,87,87,87,207.0,0.009409474367293965
